Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,True_Demo_Cluster
-1.799917834329686,-6.919995295040399,-2.5707556528582822,-2.9168773983687206,-1.794297088024259,5.384794763568459,-6.747689881634371,-2.4114054556081017,0.4189300232599862,-8.028431935572415,2
-3.1945728112134475,8.271404396206739,1.824855446792459,0.4175363087589814,-9.100778882082928,-3.375568706428701,-6.966970970341088,9.86663310548702,3.4656443629506457,1.9033480134864504,0
-0.19200646503794205,7.372921491494901,6.566631094716745,2.7987315378137287,-5.23550687116229,-3.086523627968052,-9.329103988641751,5.816050586783724,0.24327137561312906,2.5298309859900323,0
-5.577425964523995,11.56963977199534,5.304506860187285,0.47619661082762477,-3.7773232401062242,-6.64876032469023,-6.4797333885083575,7.458559878318921,6.14379608462815,7.672133240807318,0
0.7177500611805561,-4.970328654310398,-7.637179511862511,10.693988886934697,9.066367790786652,7.373107498285903,-4.799025222592576,-3.9389203396991306,2.059568989999166,3.0136447337086514,3
4.204686274544596,-5.3903624437634585,-5.461392860972674,9.809364003977352,6.8788472408108525,8.8946999894059,-5.1180370877445815,-6.225720720501181,6.83212896335335,-0.28357410374717473,3
-0.6472598183401845,-9.630091110735389,-7.797042870741456,10.991170887520795,6.170335959255421,8.330975134928703,-3.832640933558944,-5.8629470417230305,3.544219807207904,-6.241505960183874,3
2.5888248697407166,-8.273160789990474,-13.569592803860186,10.346037162284576,7.683128655844091,6.520247866104605,-6.407365295711315,-8.577032800812725,3.752098640045244,-0.6597629631193773,3
2.3164428455996178,-6.515951859905701,-13.467581717865901,10.468012473636302,9.580973493482874,7.024631063650672,-5.330649004699996,-8.815471477826504,2.8626106572367913,0.8462958429381047,3
1.6675517865087048,8.735106871887973,6.856244469703134,-0.10664217031032974,-5.654079381026131,-8.98694071962326,-10.08586567802762,11.151585623232275,1.6409354333374826,4.5963173022803545,0
-6.644081823132503,8.836046049172745,2.030939835218395,3.312514781600809,-6.146430698957573,-8.759869165930658,-9.866061591309398,5.2050958717208005,1.8969420403178319,6.071736196923386,0
5.138912991006014,-3.5957294996833924,-7.522424417541009,-4.720820315898925,-1.4382210004132927,3.77444363803989,-4.994593249921075,-1.1718556365409936,6.178403512854055,-6.6898945569128525,2
-1.3507271012881907,-9.921017793183742,-5.575148944556618,1.2337551409269705,-1.9303596674496883,6.0590194403963356,-5.205561583820148,0.54681914070393,1.6934044557888626,-11.461579272798534,2
-10.841744563263882,11.122983988005403,8.55510290676061,-4.727046946239891,-4.913309082161994,-5.299553228701407,-5.19811833125515,1.3589737219926386,0.23971942329767937,-2.6668345364120127,1
-7.210483371134665,10.814804737642014,7.351749231091602,-3.612917309801622,-6.416543174356108,-8.095659105386758,-4.241289068696774,-0.9946766569681409,-2.7114561771064483,-4.464454537470197,1
-4.650982619174975,9.979230958684692,4.192953265576399,3.401170672124916,-5.93315194200418,-7.025767418589692,-10.53191519277282,4.293828466126974,1.1292703307301335,5.8742491445678535,0
-10.047091602220007,9.311243143612161,3.5866378108969914,-4.724708274398807,-5.2193857724297,-6.456291836929946,-1.6664484210682402,-0.17302582931512378,-0.23188777537048466,-6.214745873423393,1
-9.501280776797019,10.5144760722769,1.5897326606198297,-6.346432704574074,-5.880856786024426,-8.633937970170338,-3.1425085051861257,0.0861861906725142,2.149851769473295,-1.0293777456094486,1
3.5460709787071645,-8.261700866693422,-8.082948335859728,6.372021218017176,10.21677633801053,5.455998793557556,-3.8493436086614516,-6.650609659612127,1.219579907802577,-2.565933586433567,3
1.7011909264390626,-8.447101689159087,-2.827652335638853,6.831054680620875,8.45494481027904,6.999620634901342,-2.707298685044031,-6.130693609440954,7.299877545781664,-0.18463481428654838,3
6.605251361208502,-6.069108370250131,-5.3184036344035395,-3.895533628903422,-1.064488728886457,5.224515383816773,-3.7728568057728973,0.6575211077603251,0.3850278994237937,-5.29011037528848,2
-10.681670283258482,8.85488682258778,9.99575699660551,-3.072295682853781,-8.962663129713183,-4.672444967172975,-2.2923620318260616,-1.8013979448604793,0.27645566035203606,-1.0995533592140556,1
2.2229679234864803,-7.641341944095208,-4.900822793852968,-4.129686377486852,-0.23955097409336967,9.010753764844843,-5.726749891154551,2.2769251980944905,-0.9321524730660755,-8.755468867012507,2
1.8003079782207407,-5.790882322815908,-7.978181350258249,9.98628645183521,9.894570121766073,5.15392964378911,-4.935525869830273,-10.444460515860074,7.254210608613327,-1.170049395969387,3
5.575196946100252,-9.095238798542916,-0.9275494478759341,-3.316819443110283,1.7722639025308764,2.8898892088651964,-4.834715954503507,-1.1888515036230114,-0.9822430066075252,-8.633923660778153,2
-1.0929802696755693,10.92769076178749,3.0678999152122026,-0.6892962231748241,-10.552037937357863,-5.864126939450859,-11.045060968983758,3.0177417295937374,2.7994574439261037,9.147450590786491,0
1.8054188034782568,7.8028562821916445,6.124069580246715,2.5717548447537157,-4.276144612353674,-3.7570871998222413,-8.774319458504477,5.8166871748063365,2.9422445207424084,2.8060208164166967,0
3.2424704650934775,-10.932660335775065,-8.71519454351791,9.293889195713035,8.757552148860084,8.75049464036098,-3.064164468030845,-5.426173903710527,3.252739489542673,0.6780048598058768,3
-0.9947156803733557,-6.6108274112844665,-2.2922372873863024,-3.502963712052905,0.5228009085818868,11.332828116805379,-6.21520994280659,1.0713028682828798,0.3721772099180667,-8.708489420395944,2
1.6997663878281046,-10.882842354499957,-5.022654796472414,-1.0851261998385346,-1.4733524741454933,5.210752422831177,-4.033771345020932,-1.139257686245613,-1.2373150592449496,-9.392253984651035,2
-7.797599252558752,8.135041584909223,7.1551832920843985,-4.112529761209565,-6.430725785265413,-5.422427978649055,-4.948014428584389,0.10219546578856292,-1.7728184889183658,-5.668573889119639,1
4.152641123393401,-6.7949160841579115,-3.541753722493409,-4.863801911817291,-2.640108494864741,9.300969264562896,-7.476926426359299,3.5971052723868238,1.3621689794791167,-9.066415873313037,2
